ID	gene
250325_k562_perturbseq_enhancers_dup_filtered_min3_34131	250325_k562_perturbseq_enhancers_dup_filtered_min3_34131
250325_k562_perturbseq_enhancers_dup_filtered_min3_34132	250325_k562_perturbseq_enhancers_dup_filtered_min3_34132
250325_k562_perturbseq_enhancers_dup_filtered_min3_34133	250325_k562_perturbseq_enhancers_dup_filtered_min3_34133
250325_k562_perturbseq_enhancers_dup_filtered_min3_34134	250325_k562_perturbseq_enhancers_dup_filtered_min3_34134
250325_k562_perturbseq_enhancers_dup_filtered_min3_34135	250325_k562_perturbseq_enhancers_dup_filtered_min3_34135
250325_k562_perturbseq_enhancers_dup_filtered_min3_34136	250325_k562_perturbseq_enhancers_dup_filtered_min3_34136
250325_k562_perturbseq_enhancers_dup_filtered_min3_34137	250325_k562_perturbseq_enhancers_dup_filtered_min3_34137
250325_k562_perturbseq_enhancers_dup_filtered_min3_34138	250325_k562_perturbseq_enhancers_dup_filtered_min3_34138
250325_k562_perturbseq_enhancers_dup_filtered_min3_34139	250325_k562_perturbseq_enhancers_dup_filtered_min3_34139
250325_k562_perturbseq_enhancers_dup_filtered_min3_34140	250325_k562_perturbseq_enhancers_dup_filtered_min3_34140
250325_k562_perturbseq_enhancers_dup_filtered_min3_34141	250325_k562_perturbseq_enhancers_dup_filtered_min3_34141
250325_k562_perturbseq_enhancers_dup_filtered_min3_34142	250325_k562_perturbseq_enhancers_dup_filtered_min3_34142
250325_k562_perturbseq_enhancers_dup_filtered_min3_34143	250325_k562_perturbseq_enhancers_dup_filtered_min3_34143
250325_k562_perturbseq_enhancers_dup_filtered_min3_34144	250325_k562_perturbseq_enhancers_dup_filtered_min3_34144
250325_k562_perturbseq_enhancers_dup_filtered_min3_34145	250325_k562_perturbseq_enhancers_dup_filtered_min3_34145
250325_k562_perturbseq_enhancers_dup_filtered_min3_34146	250325_k562_perturbseq_enhancers_dup_filtered_min3_34146
250325_k562_perturbseq_enhancers_dup_filtered_min3_34147	250325_k562_perturbseq_enhancers_dup_filtered_min3_34147
250325_k562_perturbseq_enhancers_dup_filtered_min3_34148	250325_k562_perturbseq_enhancers_dup_filtered_min3_34148
250325_k562_perturbseq_enhancers_dup_filtered_min3_34149	250325_k562_perturbseq_enhancers_dup_filtered_min3_34149
250325_k562_perturbseq_enhancers_dup_filtered_min3_34150	250325_k562_perturbseq_enhancers_dup_filtered_min3_34150
250325_k562_perturbseq_enhancers_dup_filtered_min3_34151	250325_k562_perturbseq_enhancers_dup_filtered_min3_34151
250325_k562_perturbseq_enhancers_dup_filtered_min3_34152	250325_k562_perturbseq_enhancers_dup_filtered_min3_34152
250325_k562_perturbseq_enhancers_dup_filtered_min3_34153	250325_k562_perturbseq_enhancers_dup_filtered_min3_34153
250325_k562_perturbseq_enhancers_dup_filtered_min3_34154	250325_k562_perturbseq_enhancers_dup_filtered_min3_34154
250325_k562_perturbseq_enhancers_dup_filtered_min3_34155	250325_k562_perturbseq_enhancers_dup_filtered_min3_34155
250325_k562_perturbseq_enhancers_dup_filtered_min3_34156	250325_k562_perturbseq_enhancers_dup_filtered_min3_34156
250325_k562_perturbseq_enhancers_dup_filtered_min3_34157	250325_k562_perturbseq_enhancers_dup_filtered_min3_34157
250325_k562_perturbseq_enhancers_dup_filtered_min3_34158	250325_k562_perturbseq_enhancers_dup_filtered_min3_34158
250325_k562_perturbseq_enhancers_dup_filtered_min3_34159	250325_k562_perturbseq_enhancers_dup_filtered_min3_34159
250325_k562_perturbseq_enhancers_dup_filtered_min3_34160	250325_k562_perturbseq_enhancers_dup_filtered_min3_34160
250325_k562_perturbseq_enhancers_dup_filtered_min3_34161	250325_k562_perturbseq_enhancers_dup_filtered_min3_34161
250325_k562_perturbseq_enhancers_dup_filtered_min3_34162	250325_k562_perturbseq_enhancers_dup_filtered_min3_34162
250325_k562_perturbseq_enhancers_dup_filtered_min3_34163	250325_k562_perturbseq_enhancers_dup_filtered_min3_34163
250325_k562_perturbseq_enhancers_dup_filtered_min3_34164	250325_k562_perturbseq_enhancers_dup_filtered_min3_34164
250325_k562_perturbseq_enhancers_dup_filtered_min3_34165	250325_k562_perturbseq_enhancers_dup_filtered_min3_34165
250325_k562_perturbseq_enhancers_dup_filtered_min3_34166	250325_k562_perturbseq_enhancers_dup_filtered_min3_34166
250325_k562_perturbseq_enhancers_dup_filtered_min3_34167	250325_k562_perturbseq_enhancers_dup_filtered_min3_34167
250325_k562_perturbseq_enhancers_dup_filtered_min3_34168	250325_k562_perturbseq_enhancers_dup_filtered_min3_34168
250325_k562_perturbseq_enhancers_dup_filtered_min3_34169	250325_k562_perturbseq_enhancers_dup_filtered_min3_34169
250325_k562_perturbseq_enhancers_dup_filtered_min3_34170	250325_k562_perturbseq_enhancers_dup_filtered_min3_34170
250325_k562_perturbseq_enhancers_dup_filtered_min3_34171	250325_k562_perturbseq_enhancers_dup_filtered_min3_34171
250325_k562_perturbseq_enhancers_dup_filtered_min3_34172	250325_k562_perturbseq_enhancers_dup_filtered_min3_34172
250325_k562_perturbseq_enhancers_dup_filtered_min3_34173	250325_k562_perturbseq_enhancers_dup_filtered_min3_34173
250325_k562_perturbseq_enhancers_dup_filtered_min3_34174	250325_k562_perturbseq_enhancers_dup_filtered_min3_34174
250325_k562_perturbseq_enhancers_dup_filtered_min3_34175	250325_k562_perturbseq_enhancers_dup_filtered_min3_34175
250325_k562_perturbseq_enhancers_dup_filtered_min3_34176	250325_k562_perturbseq_enhancers_dup_filtered_min3_34176
250325_k562_perturbseq_enhancers_dup_filtered_min3_34177	250325_k562_perturbseq_enhancers_dup_filtered_min3_34177
250325_k562_perturbseq_enhancers_dup_filtered_min3_34178	250325_k562_perturbseq_enhancers_dup_filtered_min3_34178
250325_k562_perturbseq_enhancers_dup_filtered_min3_34179	250325_k562_perturbseq_enhancers_dup_filtered_min3_34179
250325_k562_perturbseq_enhancers_dup_filtered_min3_34180	250325_k562_perturbseq_enhancers_dup_filtered_min3_34180
250325_k562_perturbseq_enhancers_dup_filtered_min3_34181	250325_k562_perturbseq_enhancers_dup_filtered_min3_34181
250325_k562_perturbseq_enhancers_dup_filtered_min3_34182	250325_k562_perturbseq_enhancers_dup_filtered_min3_34182
250325_k562_perturbseq_enhancers_dup_filtered_min3_34183	250325_k562_perturbseq_enhancers_dup_filtered_min3_34183
250325_k562_perturbseq_enhancers_dup_filtered_min3_34184	250325_k562_perturbseq_enhancers_dup_filtered_min3_34184
250325_k562_perturbseq_enhancers_dup_filtered_min3_34185	250325_k562_perturbseq_enhancers_dup_filtered_min3_34185
250325_k562_perturbseq_enhancers_dup_filtered_min3_34186	250325_k562_perturbseq_enhancers_dup_filtered_min3_34186
250325_k562_perturbseq_enhancers_dup_filtered_min3_34187	250325_k562_perturbseq_enhancers_dup_filtered_min3_34187
250325_k562_perturbseq_enhancers_dup_filtered_min3_34188	250325_k562_perturbseq_enhancers_dup_filtered_min3_34188
250325_k562_perturbseq_enhancers_dup_filtered_min3_34189	250325_k562_perturbseq_enhancers_dup_filtered_min3_34189
250325_k562_perturbseq_enhancers_dup_filtered_min3_34190	250325_k562_perturbseq_enhancers_dup_filtered_min3_34190
250325_k562_perturbseq_enhancers_dup_filtered_min3_34191	250325_k562_perturbseq_enhancers_dup_filtered_min3_34191
250325_k562_perturbseq_enhancers_dup_filtered_min3_34192	250325_k562_perturbseq_enhancers_dup_filtered_min3_34192
250325_k562_perturbseq_enhancers_dup_filtered_min3_34193	250325_k562_perturbseq_enhancers_dup_filtered_min3_34193
250325_k562_perturbseq_enhancers_dup_filtered_min3_34194	250325_k562_perturbseq_enhancers_dup_filtered_min3_34194
250325_k562_perturbseq_enhancers_dup_filtered_min3_34195	250325_k562_perturbseq_enhancers_dup_filtered_min3_34195
250325_k562_perturbseq_enhancers_dup_filtered_min3_34196	250325_k562_perturbseq_enhancers_dup_filtered_min3_34196
250325_k562_perturbseq_enhancers_dup_filtered_min3_34197	250325_k562_perturbseq_enhancers_dup_filtered_min3_34197
250325_k562_perturbseq_enhancers_dup_filtered_min3_34198	250325_k562_perturbseq_enhancers_dup_filtered_min3_34198
250325_k562_perturbseq_enhancers_dup_filtered_min3_34199	250325_k562_perturbseq_enhancers_dup_filtered_min3_34199
250325_k562_perturbseq_enhancers_dup_filtered_min3_34200	250325_k562_perturbseq_enhancers_dup_filtered_min3_34200
250325_k562_perturbseq_enhancers_dup_filtered_min3_34201	250325_k562_perturbseq_enhancers_dup_filtered_min3_34201
250325_k562_perturbseq_enhancers_dup_filtered_min3_34202	250325_k562_perturbseq_enhancers_dup_filtered_min3_34202
250325_k562_perturbseq_enhancers_dup_filtered_min3_34203	250325_k562_perturbseq_enhancers_dup_filtered_min3_34203
250325_k562_perturbseq_enhancers_dup_filtered_min3_34204	250325_k562_perturbseq_enhancers_dup_filtered_min3_34204
250325_k562_perturbseq_enhancers_dup_filtered_min3_34205	250325_k562_perturbseq_enhancers_dup_filtered_min3_34205
250325_k562_perturbseq_enhancers_dup_filtered_min3_34206	250325_k562_perturbseq_enhancers_dup_filtered_min3_34206
250325_k562_perturbseq_enhancers_dup_filtered_min3_34207	250325_k562_perturbseq_enhancers_dup_filtered_min3_34207
250325_k562_perturbseq_enhancers_dup_filtered_min3_34208	250325_k562_perturbseq_enhancers_dup_filtered_min3_34208
250325_k562_perturbseq_enhancers_dup_filtered_min3_34209	250325_k562_perturbseq_enhancers_dup_filtered_min3_34209
250325_k562_perturbseq_enhancers_dup_filtered_min3_34210	250325_k562_perturbseq_enhancers_dup_filtered_min3_34210
250325_k562_perturbseq_enhancers_dup_filtered_min3_34211	250325_k562_perturbseq_enhancers_dup_filtered_min3_34211
250325_k562_perturbseq_enhancers_dup_filtered_min3_34212	250325_k562_perturbseq_enhancers_dup_filtered_min3_34212
250325_k562_perturbseq_enhancers_dup_filtered_min3_34213	250325_k562_perturbseq_enhancers_dup_filtered_min3_34213
250325_k562_perturbseq_enhancers_dup_filtered_min3_34214	250325_k562_perturbseq_enhancers_dup_filtered_min3_34214
250325_k562_perturbseq_enhancers_dup_filtered_min3_34215	250325_k562_perturbseq_enhancers_dup_filtered_min3_34215
250325_k562_perturbseq_enhancers_dup_filtered_min3_34216	250325_k562_perturbseq_enhancers_dup_filtered_min3_34216
250325_k562_perturbseq_enhancers_dup_filtered_min3_34217	250325_k562_perturbseq_enhancers_dup_filtered_min3_34217
250325_k562_perturbseq_enhancers_dup_filtered_min3_34218	250325_k562_perturbseq_enhancers_dup_filtered_min3_34218
250325_k562_perturbseq_enhancers_dup_filtered_min3_34219	250325_k562_perturbseq_enhancers_dup_filtered_min3_34219
250325_k562_perturbseq_enhancers_dup_filtered_min3_34220	250325_k562_perturbseq_enhancers_dup_filtered_min3_34220
250325_k562_perturbseq_enhancers_dup_filtered_min3_34221	250325_k562_perturbseq_enhancers_dup_filtered_min3_34221
250325_k562_perturbseq_enhancers_dup_filtered_min3_34222	250325_k562_perturbseq_enhancers_dup_filtered_min3_34222
250325_k562_perturbseq_enhancers_dup_filtered_min3_34223	250325_k562_perturbseq_enhancers_dup_filtered_min3_34223
250325_k562_perturbseq_enhancers_dup_filtered_min3_34224	250325_k562_perturbseq_enhancers_dup_filtered_min3_34224
250325_k562_perturbseq_enhancers_dup_filtered_min3_34225	250325_k562_perturbseq_enhancers_dup_filtered_min3_34225
250325_k562_perturbseq_enhancers_dup_filtered_min3_34226	250325_k562_perturbseq_enhancers_dup_filtered_min3_34226
250325_k562_perturbseq_enhancers_dup_filtered_min3_34227	250325_k562_perturbseq_enhancers_dup_filtered_min3_34227
250325_k562_perturbseq_enhancers_dup_filtered_min3_34228	250325_k562_perturbseq_enhancers_dup_filtered_min3_34228
250325_k562_perturbseq_enhancers_dup_filtered_min3_34229	250325_k562_perturbseq_enhancers_dup_filtered_min3_34229
250325_k562_perturbseq_enhancers_dup_filtered_min3_34230	250325_k562_perturbseq_enhancers_dup_filtered_min3_34230
250325_k562_perturbseq_enhancers_dup_filtered_min3_34231	250325_k562_perturbseq_enhancers_dup_filtered_min3_34231
250325_k562_perturbseq_enhancers_dup_filtered_min3_34232	250325_k562_perturbseq_enhancers_dup_filtered_min3_34232
250325_k562_perturbseq_enhancers_dup_filtered_min3_34233	250325_k562_perturbseq_enhancers_dup_filtered_min3_34233
250325_k562_perturbseq_enhancers_dup_filtered_min3_34234	250325_k562_perturbseq_enhancers_dup_filtered_min3_34234
250325_k562_perturbseq_enhancers_dup_filtered_min3_34235	250325_k562_perturbseq_enhancers_dup_filtered_min3_34235
250325_k562_perturbseq_enhancers_dup_filtered_min3_34236	250325_k562_perturbseq_enhancers_dup_filtered_min3_34236
250325_k562_perturbseq_enhancers_dup_filtered_min3_34237	250325_k562_perturbseq_enhancers_dup_filtered_min3_34237
250325_k562_perturbseq_enhancers_dup_filtered_min3_34238	250325_k562_perturbseq_enhancers_dup_filtered_min3_34238
250325_k562_perturbseq_enhancers_dup_filtered_min3_34239	250325_k562_perturbseq_enhancers_dup_filtered_min3_34239
250325_k562_perturbseq_enhancers_dup_filtered_min3_34240	250325_k562_perturbseq_enhancers_dup_filtered_min3_34240
250325_k562_perturbseq_enhancers_dup_filtered_min3_34241	250325_k562_perturbseq_enhancers_dup_filtered_min3_34241
250325_k562_perturbseq_enhancers_dup_filtered_min3_34242	250325_k562_perturbseq_enhancers_dup_filtered_min3_34242
250325_k562_perturbseq_enhancers_dup_filtered_min3_34243	250325_k562_perturbseq_enhancers_dup_filtered_min3_34243
250325_k562_perturbseq_enhancers_dup_filtered_min3_34244	250325_k562_perturbseq_enhancers_dup_filtered_min3_34244
250325_k562_perturbseq_enhancers_dup_filtered_min3_34245	250325_k562_perturbseq_enhancers_dup_filtered_min3_34245
250325_k562_perturbseq_enhancers_dup_filtered_min3_34246	250325_k562_perturbseq_enhancers_dup_filtered_min3_34246
250325_k562_perturbseq_enhancers_dup_filtered_min3_34247	250325_k562_perturbseq_enhancers_dup_filtered_min3_34247
250325_k562_perturbseq_enhancers_dup_filtered_min3_34248	250325_k562_perturbseq_enhancers_dup_filtered_min3_34248
250325_k562_perturbseq_enhancers_dup_filtered_min3_34249	250325_k562_perturbseq_enhancers_dup_filtered_min3_34249
250325_k562_perturbseq_enhancers_dup_filtered_min3_34250	250325_k562_perturbseq_enhancers_dup_filtered_min3_34250
250325_k562_perturbseq_enhancers_dup_filtered_min3_34251	250325_k562_perturbseq_enhancers_dup_filtered_min3_34251
250325_k562_perturbseq_enhancers_dup_filtered_min3_34252	250325_k562_perturbseq_enhancers_dup_filtered_min3_34252
250325_k562_perturbseq_enhancers_dup_filtered_min3_34253	250325_k562_perturbseq_enhancers_dup_filtered_min3_34253
250325_k562_perturbseq_enhancers_dup_filtered_min3_34254	250325_k562_perturbseq_enhancers_dup_filtered_min3_34254
250325_k562_perturbseq_enhancers_dup_filtered_min3_34255	250325_k562_perturbseq_enhancers_dup_filtered_min3_34255
250325_k562_perturbseq_enhancers_dup_filtered_min3_34256	250325_k562_perturbseq_enhancers_dup_filtered_min3_34256
250325_k562_perturbseq_enhancers_dup_filtered_min3_34257	250325_k562_perturbseq_enhancers_dup_filtered_min3_34257
250325_k562_perturbseq_enhancers_dup_filtered_min3_34258	250325_k562_perturbseq_enhancers_dup_filtered_min3_34258
250325_k562_perturbseq_enhancers_dup_filtered_min3_34259	250325_k562_perturbseq_enhancers_dup_filtered_min3_34259
250325_k562_perturbseq_enhancers_dup_filtered_min3_34260	250325_k562_perturbseq_enhancers_dup_filtered_min3_34260
250325_k562_perturbseq_enhancers_dup_filtered_min3_34261	250325_k562_perturbseq_enhancers_dup_filtered_min3_34261
250325_k562_perturbseq_enhancers_dup_filtered_min3_34262	250325_k562_perturbseq_enhancers_dup_filtered_min3_34262
250325_k562_perturbseq_enhancers_dup_filtered_min3_34263	250325_k562_perturbseq_enhancers_dup_filtered_min3_34263
250325_k562_perturbseq_enhancers_dup_filtered_min3_34264	250325_k562_perturbseq_enhancers_dup_filtered_min3_34264
250325_k562_perturbseq_enhancers_dup_filtered_min3_34265	250325_k562_perturbseq_enhancers_dup_filtered_min3_34265
250325_k562_perturbseq_enhancers_dup_filtered_min3_34266	250325_k562_perturbseq_enhancers_dup_filtered_min3_34266
250325_k562_perturbseq_enhancers_dup_filtered_min3_34267	250325_k562_perturbseq_enhancers_dup_filtered_min3_34267
250325_k562_perturbseq_enhancers_dup_filtered_min3_34268	250325_k562_perturbseq_enhancers_dup_filtered_min3_34268
250325_k562_perturbseq_enhancers_dup_filtered_min3_34269	250325_k562_perturbseq_enhancers_dup_filtered_min3_34269
250325_k562_perturbseq_enhancers_dup_filtered_min3_34270	250325_k562_perturbseq_enhancers_dup_filtered_min3_34270
250325_k562_perturbseq_enhancers_dup_filtered_min3_34271	250325_k562_perturbseq_enhancers_dup_filtered_min3_34271
250325_k562_perturbseq_enhancers_dup_filtered_min3_34272	250325_k562_perturbseq_enhancers_dup_filtered_min3_34272
250325_k562_perturbseq_enhancers_dup_filtered_min3_34273	250325_k562_perturbseq_enhancers_dup_filtered_min3_34273
250325_k562_perturbseq_enhancers_dup_filtered_min3_34274	250325_k562_perturbseq_enhancers_dup_filtered_min3_34274
250325_k562_perturbseq_enhancers_dup_filtered_min3_34275	250325_k562_perturbseq_enhancers_dup_filtered_min3_34275
250325_k562_perturbseq_enhancers_dup_filtered_min3_34276	250325_k562_perturbseq_enhancers_dup_filtered_min3_34276
250325_k562_perturbseq_enhancers_dup_filtered_min3_34277	250325_k562_perturbseq_enhancers_dup_filtered_min3_34277
250325_k562_perturbseq_enhancers_dup_filtered_min3_34278	250325_k562_perturbseq_enhancers_dup_filtered_min3_34278
250325_k562_perturbseq_enhancers_dup_filtered_min3_34279	250325_k562_perturbseq_enhancers_dup_filtered_min3_34279
250325_k562_perturbseq_enhancers_dup_filtered_min3_34280	250325_k562_perturbseq_enhancers_dup_filtered_min3_34280
250325_k562_perturbseq_enhancers_dup_filtered_min3_34281	250325_k562_perturbseq_enhancers_dup_filtered_min3_34281
250325_k562_perturbseq_enhancers_dup_filtered_min3_34282	250325_k562_perturbseq_enhancers_dup_filtered_min3_34282
250325_k562_perturbseq_enhancers_dup_filtered_min3_34283	250325_k562_perturbseq_enhancers_dup_filtered_min3_34283
250325_k562_perturbseq_enhancers_dup_filtered_min3_34284	250325_k562_perturbseq_enhancers_dup_filtered_min3_34284
250325_k562_perturbseq_enhancers_dup_filtered_min3_34285	250325_k562_perturbseq_enhancers_dup_filtered_min3_34285
250325_k562_perturbseq_enhancers_dup_filtered_min3_34286	250325_k562_perturbseq_enhancers_dup_filtered_min3_34286
250325_k562_perturbseq_enhancers_dup_filtered_min3_34287	250325_k562_perturbseq_enhancers_dup_filtered_min3_34287
250325_k562_perturbseq_enhancers_dup_filtered_min3_34288	250325_k562_perturbseq_enhancers_dup_filtered_min3_34288
250325_k562_perturbseq_enhancers_dup_filtered_min3_34289	250325_k562_perturbseq_enhancers_dup_filtered_min3_34289
250325_k562_perturbseq_enhancers_dup_filtered_min3_34290	250325_k562_perturbseq_enhancers_dup_filtered_min3_34290
250325_k562_perturbseq_enhancers_dup_filtered_min3_34291	250325_k562_perturbseq_enhancers_dup_filtered_min3_34291
250325_k562_perturbseq_enhancers_dup_filtered_min3_34292	250325_k562_perturbseq_enhancers_dup_filtered_min3_34292
250325_k562_perturbseq_enhancers_dup_filtered_min3_34293	250325_k562_perturbseq_enhancers_dup_filtered_min3_34293
250325_k562_perturbseq_enhancers_dup_filtered_min3_34294	250325_k562_perturbseq_enhancers_dup_filtered_min3_34294
250325_k562_perturbseq_enhancers_dup_filtered_min3_34295	250325_k562_perturbseq_enhancers_dup_filtered_min3_34295
250325_k562_perturbseq_enhancers_dup_filtered_min3_34296	250325_k562_perturbseq_enhancers_dup_filtered_min3_34296
250325_k562_perturbseq_enhancers_dup_filtered_min3_34297	250325_k562_perturbseq_enhancers_dup_filtered_min3_34297
250325_k562_perturbseq_enhancers_dup_filtered_min3_34298	250325_k562_perturbseq_enhancers_dup_filtered_min3_34298
250325_k562_perturbseq_enhancers_dup_filtered_min3_34299	250325_k562_perturbseq_enhancers_dup_filtered_min3_34299
250325_k562_perturbseq_enhancers_dup_filtered_min3_34300	250325_k562_perturbseq_enhancers_dup_filtered_min3_34300
250325_k562_perturbseq_enhancers_dup_filtered_min3_34301	250325_k562_perturbseq_enhancers_dup_filtered_min3_34301
250325_k562_perturbseq_enhancers_dup_filtered_min3_34302	250325_k562_perturbseq_enhancers_dup_filtered_min3_34302
250325_k562_perturbseq_enhancers_dup_filtered_min3_34303	250325_k562_perturbseq_enhancers_dup_filtered_min3_34303
250325_k562_perturbseq_enhancers_dup_filtered_min3_34304	250325_k562_perturbseq_enhancers_dup_filtered_min3_34304
250325_k562_perturbseq_enhancers_dup_filtered_min3_34305	250325_k562_perturbseq_enhancers_dup_filtered_min3_34305
250325_k562_perturbseq_enhancers_dup_filtered_min3_34306	250325_k562_perturbseq_enhancers_dup_filtered_min3_34306
250325_k562_perturbseq_enhancers_dup_filtered_min3_34307	250325_k562_perturbseq_enhancers_dup_filtered_min3_34307
250325_k562_perturbseq_enhancers_dup_filtered_min3_34308	250325_k562_perturbseq_enhancers_dup_filtered_min3_34308
250325_k562_perturbseq_enhancers_dup_filtered_min3_34309	250325_k562_perturbseq_enhancers_dup_filtered_min3_34309
250325_k562_perturbseq_enhancers_dup_filtered_min3_34310	250325_k562_perturbseq_enhancers_dup_filtered_min3_34310
250325_k562_perturbseq_enhancers_dup_filtered_min3_34311	250325_k562_perturbseq_enhancers_dup_filtered_min3_34311
250325_k562_perturbseq_enhancers_dup_filtered_min3_34312	250325_k562_perturbseq_enhancers_dup_filtered_min3_34312
250325_k562_perturbseq_enhancers_dup_filtered_min3_34313	250325_k562_perturbseq_enhancers_dup_filtered_min3_34313
250325_k562_perturbseq_enhancers_dup_filtered_min3_34314	250325_k562_perturbseq_enhancers_dup_filtered_min3_34314
250325_k562_perturbseq_enhancers_dup_filtered_min3_34315	250325_k562_perturbseq_enhancers_dup_filtered_min3_34315
250325_k562_perturbseq_enhancers_dup_filtered_min3_34316	250325_k562_perturbseq_enhancers_dup_filtered_min3_34316
250325_k562_perturbseq_enhancers_dup_filtered_min3_34317	250325_k562_perturbseq_enhancers_dup_filtered_min3_34317
250325_k562_perturbseq_enhancers_dup_filtered_min3_34318	250325_k562_perturbseq_enhancers_dup_filtered_min3_34318
250325_k562_perturbseq_enhancers_dup_filtered_min3_34319	250325_k562_perturbseq_enhancers_dup_filtered_min3_34319
250325_k562_perturbseq_enhancers_dup_filtered_min3_34320	250325_k562_perturbseq_enhancers_dup_filtered_min3_34320
250325_k562_perturbseq_enhancers_dup_filtered_min3_34321	250325_k562_perturbseq_enhancers_dup_filtered_min3_34321
250325_k562_perturbseq_enhancers_dup_filtered_min3_34322	250325_k562_perturbseq_enhancers_dup_filtered_min3_34322
250325_k562_perturbseq_enhancers_dup_filtered_min3_34323	250325_k562_perturbseq_enhancers_dup_filtered_min3_34323
250325_k562_perturbseq_enhancers_dup_filtered_min3_34324	250325_k562_perturbseq_enhancers_dup_filtered_min3_34324
250325_k562_perturbseq_enhancers_dup_filtered_min3_34325	250325_k562_perturbseq_enhancers_dup_filtered_min3_34325
250325_k562_perturbseq_enhancers_dup_filtered_min3_34326	250325_k562_perturbseq_enhancers_dup_filtered_min3_34326
250325_k562_perturbseq_enhancers_dup_filtered_min3_34327	250325_k562_perturbseq_enhancers_dup_filtered_min3_34327
250325_k562_perturbseq_enhancers_dup_filtered_min3_34328	250325_k562_perturbseq_enhancers_dup_filtered_min3_34328
250325_k562_perturbseq_enhancers_dup_filtered_min3_34329	250325_k562_perturbseq_enhancers_dup_filtered_min3_34329
250325_k562_perturbseq_enhancers_dup_filtered_min3_34330	250325_k562_perturbseq_enhancers_dup_filtered_min3_34330
250325_k562_perturbseq_enhancers_dup_filtered_min3_34331	250325_k562_perturbseq_enhancers_dup_filtered_min3_34331
250325_k562_perturbseq_enhancers_dup_filtered_min3_34332	250325_k562_perturbseq_enhancers_dup_filtered_min3_34332
250325_k562_perturbseq_enhancers_dup_filtered_min3_34333	250325_k562_perturbseq_enhancers_dup_filtered_min3_34333
250325_k562_perturbseq_enhancers_dup_filtered_min3_34334	250325_k562_perturbseq_enhancers_dup_filtered_min3_34334
250325_k562_perturbseq_enhancers_dup_filtered_min3_34335	250325_k562_perturbseq_enhancers_dup_filtered_min3_34335
250325_k562_perturbseq_enhancers_dup_filtered_min3_34336	250325_k562_perturbseq_enhancers_dup_filtered_min3_34336
250325_k562_perturbseq_enhancers_dup_filtered_min3_34337	250325_k562_perturbseq_enhancers_dup_filtered_min3_34337
250325_k562_perturbseq_enhancers_dup_filtered_min3_34338	250325_k562_perturbseq_enhancers_dup_filtered_min3_34338
250325_k562_perturbseq_enhancers_dup_filtered_min3_34339	250325_k562_perturbseq_enhancers_dup_filtered_min3_34339
250325_k562_perturbseq_enhancers_dup_filtered_min3_34340	250325_k562_perturbseq_enhancers_dup_filtered_min3_34340
250325_k562_perturbseq_enhancers_dup_filtered_min3_34341	250325_k562_perturbseq_enhancers_dup_filtered_min3_34341
250325_k562_perturbseq_enhancers_dup_filtered_min3_34342	250325_k562_perturbseq_enhancers_dup_filtered_min3_34342
250325_k562_perturbseq_enhancers_dup_filtered_min3_34343	250325_k562_perturbseq_enhancers_dup_filtered_min3_34343
250325_k562_perturbseq_enhancers_dup_filtered_min3_34344	250325_k562_perturbseq_enhancers_dup_filtered_min3_34344
250325_k562_perturbseq_enhancers_dup_filtered_min3_34345	250325_k562_perturbseq_enhancers_dup_filtered_min3_34345
250325_k562_perturbseq_enhancers_dup_filtered_min3_34346	250325_k562_perturbseq_enhancers_dup_filtered_min3_34346
250325_k562_perturbseq_enhancers_dup_filtered_min3_34347	250325_k562_perturbseq_enhancers_dup_filtered_min3_34347
250325_k562_perturbseq_enhancers_dup_filtered_min3_34348	250325_k562_perturbseq_enhancers_dup_filtered_min3_34348
250325_k562_perturbseq_enhancers_dup_filtered_min3_34349	250325_k562_perturbseq_enhancers_dup_filtered_min3_34349
250325_k562_perturbseq_enhancers_dup_filtered_min3_34350	250325_k562_perturbseq_enhancers_dup_filtered_min3_34350
250325_k562_perturbseq_enhancers_dup_filtered_min3_34351	250325_k562_perturbseq_enhancers_dup_filtered_min3_34351
250325_k562_perturbseq_enhancers_dup_filtered_min3_34352	250325_k562_perturbseq_enhancers_dup_filtered_min3_34352
250325_k562_perturbseq_enhancers_dup_filtered_min3_34353	250325_k562_perturbseq_enhancers_dup_filtered_min3_34353
250325_k562_perturbseq_enhancers_dup_filtered_min3_34354	250325_k562_perturbseq_enhancers_dup_filtered_min3_34354
250325_k562_perturbseq_enhancers_dup_filtered_min3_34355	250325_k562_perturbseq_enhancers_dup_filtered_min3_34355
250325_k562_perturbseq_enhancers_dup_filtered_min3_34356	250325_k562_perturbseq_enhancers_dup_filtered_min3_34356
250325_k562_perturbseq_enhancers_dup_filtered_min3_34357	250325_k562_perturbseq_enhancers_dup_filtered_min3_34357
250325_k562_perturbseq_enhancers_dup_filtered_min3_34358	250325_k562_perturbseq_enhancers_dup_filtered_min3_34358
250325_k562_perturbseq_enhancers_dup_filtered_min3_34359	250325_k562_perturbseq_enhancers_dup_filtered_min3_34359
250325_k562_perturbseq_enhancers_dup_filtered_min3_34360	250325_k562_perturbseq_enhancers_dup_filtered_min3_34360
250325_k562_perturbseq_enhancers_dup_filtered_min3_34361	250325_k562_perturbseq_enhancers_dup_filtered_min3_34361
250325_k562_perturbseq_enhancers_dup_filtered_min3_34362	250325_k562_perturbseq_enhancers_dup_filtered_min3_34362
250325_k562_perturbseq_enhancers_dup_filtered_min3_34363	250325_k562_perturbseq_enhancers_dup_filtered_min3_34363
