ID	gene
250325_k562_perturbseq_enhancers_dup_filtered_min3_30085	250325_k562_perturbseq_enhancers_dup_filtered_min3_30085
250325_k562_perturbseq_enhancers_dup_filtered_min3_30086	250325_k562_perturbseq_enhancers_dup_filtered_min3_30086
250325_k562_perturbseq_enhancers_dup_filtered_min3_30087	250325_k562_perturbseq_enhancers_dup_filtered_min3_30087
250325_k562_perturbseq_enhancers_dup_filtered_min3_30088	250325_k562_perturbseq_enhancers_dup_filtered_min3_30088
250325_k562_perturbseq_enhancers_dup_filtered_min3_30089	250325_k562_perturbseq_enhancers_dup_filtered_min3_30089
250325_k562_perturbseq_enhancers_dup_filtered_min3_30090	250325_k562_perturbseq_enhancers_dup_filtered_min3_30090
250325_k562_perturbseq_enhancers_dup_filtered_min3_30091	250325_k562_perturbseq_enhancers_dup_filtered_min3_30091
250325_k562_perturbseq_enhancers_dup_filtered_min3_30092	250325_k562_perturbseq_enhancers_dup_filtered_min3_30092
250325_k562_perturbseq_enhancers_dup_filtered_min3_30093	250325_k562_perturbseq_enhancers_dup_filtered_min3_30093
250325_k562_perturbseq_enhancers_dup_filtered_min3_30094	250325_k562_perturbseq_enhancers_dup_filtered_min3_30094
250325_k562_perturbseq_enhancers_dup_filtered_min3_30095	250325_k562_perturbseq_enhancers_dup_filtered_min3_30095
250325_k562_perturbseq_enhancers_dup_filtered_min3_30096	250325_k562_perturbseq_enhancers_dup_filtered_min3_30096
250325_k562_perturbseq_enhancers_dup_filtered_min3_30097	250325_k562_perturbseq_enhancers_dup_filtered_min3_30097
250325_k562_perturbseq_enhancers_dup_filtered_min3_30098	250325_k562_perturbseq_enhancers_dup_filtered_min3_30098
250325_k562_perturbseq_enhancers_dup_filtered_min3_30099	250325_k562_perturbseq_enhancers_dup_filtered_min3_30099
250325_k562_perturbseq_enhancers_dup_filtered_min3_30100	250325_k562_perturbseq_enhancers_dup_filtered_min3_30100
250325_k562_perturbseq_enhancers_dup_filtered_min3_30101	250325_k562_perturbseq_enhancers_dup_filtered_min3_30101
250325_k562_perturbseq_enhancers_dup_filtered_min3_30102	250325_k562_perturbseq_enhancers_dup_filtered_min3_30102
250325_k562_perturbseq_enhancers_dup_filtered_min3_30103	250325_k562_perturbseq_enhancers_dup_filtered_min3_30103
250325_k562_perturbseq_enhancers_dup_filtered_min3_30104	250325_k562_perturbseq_enhancers_dup_filtered_min3_30104
250325_k562_perturbseq_enhancers_dup_filtered_min3_30105	250325_k562_perturbseq_enhancers_dup_filtered_min3_30105
250325_k562_perturbseq_enhancers_dup_filtered_min3_30106	250325_k562_perturbseq_enhancers_dup_filtered_min3_30106
250325_k562_perturbseq_enhancers_dup_filtered_min3_30107	250325_k562_perturbseq_enhancers_dup_filtered_min3_30107
250325_k562_perturbseq_enhancers_dup_filtered_min3_30108	250325_k562_perturbseq_enhancers_dup_filtered_min3_30108
250325_k562_perturbseq_enhancers_dup_filtered_min3_30109	250325_k562_perturbseq_enhancers_dup_filtered_min3_30109
250325_k562_perturbseq_enhancers_dup_filtered_min3_30110	250325_k562_perturbseq_enhancers_dup_filtered_min3_30110
250325_k562_perturbseq_enhancers_dup_filtered_min3_30111	250325_k562_perturbseq_enhancers_dup_filtered_min3_30111
250325_k562_perturbseq_enhancers_dup_filtered_min3_30112	250325_k562_perturbseq_enhancers_dup_filtered_min3_30112
250325_k562_perturbseq_enhancers_dup_filtered_min3_30113	250325_k562_perturbseq_enhancers_dup_filtered_min3_30113
250325_k562_perturbseq_enhancers_dup_filtered_min3_30114	250325_k562_perturbseq_enhancers_dup_filtered_min3_30114
250325_k562_perturbseq_enhancers_dup_filtered_min3_30115	250325_k562_perturbseq_enhancers_dup_filtered_min3_30115
250325_k562_perturbseq_enhancers_dup_filtered_min3_30116	250325_k562_perturbseq_enhancers_dup_filtered_min3_30116
250325_k562_perturbseq_enhancers_dup_filtered_min3_30117	250325_k562_perturbseq_enhancers_dup_filtered_min3_30117
250325_k562_perturbseq_enhancers_dup_filtered_min3_30118	250325_k562_perturbseq_enhancers_dup_filtered_min3_30118
250325_k562_perturbseq_enhancers_dup_filtered_min3_30119	250325_k562_perturbseq_enhancers_dup_filtered_min3_30119
250325_k562_perturbseq_enhancers_dup_filtered_min3_30120	250325_k562_perturbseq_enhancers_dup_filtered_min3_30120
250325_k562_perturbseq_enhancers_dup_filtered_min3_30121	250325_k562_perturbseq_enhancers_dup_filtered_min3_30121
250325_k562_perturbseq_enhancers_dup_filtered_min3_30122	250325_k562_perturbseq_enhancers_dup_filtered_min3_30122
250325_k562_perturbseq_enhancers_dup_filtered_min3_30123	250325_k562_perturbseq_enhancers_dup_filtered_min3_30123
250325_k562_perturbseq_enhancers_dup_filtered_min3_30124	250325_k562_perturbseq_enhancers_dup_filtered_min3_30124
250325_k562_perturbseq_enhancers_dup_filtered_min3_30125	250325_k562_perturbseq_enhancers_dup_filtered_min3_30125
250325_k562_perturbseq_enhancers_dup_filtered_min3_30126	250325_k562_perturbseq_enhancers_dup_filtered_min3_30126
250325_k562_perturbseq_enhancers_dup_filtered_min3_30127	250325_k562_perturbseq_enhancers_dup_filtered_min3_30127
250325_k562_perturbseq_enhancers_dup_filtered_min3_30128	250325_k562_perturbseq_enhancers_dup_filtered_min3_30128
250325_k562_perturbseq_enhancers_dup_filtered_min3_30129	250325_k562_perturbseq_enhancers_dup_filtered_min3_30129
250325_k562_perturbseq_enhancers_dup_filtered_min3_30130	250325_k562_perturbseq_enhancers_dup_filtered_min3_30130
250325_k562_perturbseq_enhancers_dup_filtered_min3_30131	250325_k562_perturbseq_enhancers_dup_filtered_min3_30131
250325_k562_perturbseq_enhancers_dup_filtered_min3_30132	250325_k562_perturbseq_enhancers_dup_filtered_min3_30132
250325_k562_perturbseq_enhancers_dup_filtered_min3_30133	250325_k562_perturbseq_enhancers_dup_filtered_min3_30133
250325_k562_perturbseq_enhancers_dup_filtered_min3_30134	250325_k562_perturbseq_enhancers_dup_filtered_min3_30134
250325_k562_perturbseq_enhancers_dup_filtered_min3_30135	250325_k562_perturbseq_enhancers_dup_filtered_min3_30135
250325_k562_perturbseq_enhancers_dup_filtered_min3_30136	250325_k562_perturbseq_enhancers_dup_filtered_min3_30136
250325_k562_perturbseq_enhancers_dup_filtered_min3_30137	250325_k562_perturbseq_enhancers_dup_filtered_min3_30137
250325_k562_perturbseq_enhancers_dup_filtered_min3_30138	250325_k562_perturbseq_enhancers_dup_filtered_min3_30138
250325_k562_perturbseq_enhancers_dup_filtered_min3_30139	250325_k562_perturbseq_enhancers_dup_filtered_min3_30139
250325_k562_perturbseq_enhancers_dup_filtered_min3_30140	250325_k562_perturbseq_enhancers_dup_filtered_min3_30140
250325_k562_perturbseq_enhancers_dup_filtered_min3_30141	250325_k562_perturbseq_enhancers_dup_filtered_min3_30141
250325_k562_perturbseq_enhancers_dup_filtered_min3_30142	250325_k562_perturbseq_enhancers_dup_filtered_min3_30142
250325_k562_perturbseq_enhancers_dup_filtered_min3_30143	250325_k562_perturbseq_enhancers_dup_filtered_min3_30143
250325_k562_perturbseq_enhancers_dup_filtered_min3_30144	250325_k562_perturbseq_enhancers_dup_filtered_min3_30144
250325_k562_perturbseq_enhancers_dup_filtered_min3_30145	250325_k562_perturbseq_enhancers_dup_filtered_min3_30145
250325_k562_perturbseq_enhancers_dup_filtered_min3_30146	250325_k562_perturbseq_enhancers_dup_filtered_min3_30146
250325_k562_perturbseq_enhancers_dup_filtered_min3_30147	250325_k562_perturbseq_enhancers_dup_filtered_min3_30147
250325_k562_perturbseq_enhancers_dup_filtered_min3_30148	250325_k562_perturbseq_enhancers_dup_filtered_min3_30148
250325_k562_perturbseq_enhancers_dup_filtered_min3_30149	250325_k562_perturbseq_enhancers_dup_filtered_min3_30149
250325_k562_perturbseq_enhancers_dup_filtered_min3_30150	250325_k562_perturbseq_enhancers_dup_filtered_min3_30150
250325_k562_perturbseq_enhancers_dup_filtered_min3_30151	250325_k562_perturbseq_enhancers_dup_filtered_min3_30151
250325_k562_perturbseq_enhancers_dup_filtered_min3_30152	250325_k562_perturbseq_enhancers_dup_filtered_min3_30152
250325_k562_perturbseq_enhancers_dup_filtered_min3_30153	250325_k562_perturbseq_enhancers_dup_filtered_min3_30153
250325_k562_perturbseq_enhancers_dup_filtered_min3_30154	250325_k562_perturbseq_enhancers_dup_filtered_min3_30154
250325_k562_perturbseq_enhancers_dup_filtered_min3_30155	250325_k562_perturbseq_enhancers_dup_filtered_min3_30155
250325_k562_perturbseq_enhancers_dup_filtered_min3_30156	250325_k562_perturbseq_enhancers_dup_filtered_min3_30156
250325_k562_perturbseq_enhancers_dup_filtered_min3_30157	250325_k562_perturbseq_enhancers_dup_filtered_min3_30157
250325_k562_perturbseq_enhancers_dup_filtered_min3_30158	250325_k562_perturbseq_enhancers_dup_filtered_min3_30158
250325_k562_perturbseq_enhancers_dup_filtered_min3_30159	250325_k562_perturbseq_enhancers_dup_filtered_min3_30159
250325_k562_perturbseq_enhancers_dup_filtered_min3_30160	250325_k562_perturbseq_enhancers_dup_filtered_min3_30160
250325_k562_perturbseq_enhancers_dup_filtered_min3_30161	250325_k562_perturbseq_enhancers_dup_filtered_min3_30161
250325_k562_perturbseq_enhancers_dup_filtered_min3_30162	250325_k562_perturbseq_enhancers_dup_filtered_min3_30162
250325_k562_perturbseq_enhancers_dup_filtered_min3_30163	250325_k562_perturbseq_enhancers_dup_filtered_min3_30163
250325_k562_perturbseq_enhancers_dup_filtered_min3_30164	250325_k562_perturbseq_enhancers_dup_filtered_min3_30164
250325_k562_perturbseq_enhancers_dup_filtered_min3_30165	250325_k562_perturbseq_enhancers_dup_filtered_min3_30165
250325_k562_perturbseq_enhancers_dup_filtered_min3_30166	250325_k562_perturbseq_enhancers_dup_filtered_min3_30166
250325_k562_perturbseq_enhancers_dup_filtered_min3_30168	250325_k562_perturbseq_enhancers_dup_filtered_min3_30168
250325_k562_perturbseq_enhancers_dup_filtered_min3_30169	250325_k562_perturbseq_enhancers_dup_filtered_min3_30169
250325_k562_perturbseq_enhancers_dup_filtered_min3_30170	250325_k562_perturbseq_enhancers_dup_filtered_min3_30170
250325_k562_perturbseq_enhancers_dup_filtered_min3_30171	250325_k562_perturbseq_enhancers_dup_filtered_min3_30171
250325_k562_perturbseq_enhancers_dup_filtered_min3_30172	250325_k562_perturbseq_enhancers_dup_filtered_min3_30172
250325_k562_perturbseq_enhancers_dup_filtered_min3_30173	250325_k562_perturbseq_enhancers_dup_filtered_min3_30173
250325_k562_perturbseq_enhancers_dup_filtered_min3_30174	250325_k562_perturbseq_enhancers_dup_filtered_min3_30174
250325_k562_perturbseq_enhancers_dup_filtered_min3_30175	250325_k562_perturbseq_enhancers_dup_filtered_min3_30175
250325_k562_perturbseq_enhancers_dup_filtered_min3_30176	250325_k562_perturbseq_enhancers_dup_filtered_min3_30176
250325_k562_perturbseq_enhancers_dup_filtered_min3_30177	250325_k562_perturbseq_enhancers_dup_filtered_min3_30177
250325_k562_perturbseq_enhancers_dup_filtered_min3_30178	250325_k562_perturbseq_enhancers_dup_filtered_min3_30178
250325_k562_perturbseq_enhancers_dup_filtered_min3_30179	250325_k562_perturbseq_enhancers_dup_filtered_min3_30179
250325_k562_perturbseq_enhancers_dup_filtered_min3_30180	250325_k562_perturbseq_enhancers_dup_filtered_min3_30180
250325_k562_perturbseq_enhancers_dup_filtered_min3_30181	250325_k562_perturbseq_enhancers_dup_filtered_min3_30181
250325_k562_perturbseq_enhancers_dup_filtered_min3_30182	250325_k562_perturbseq_enhancers_dup_filtered_min3_30182
250325_k562_perturbseq_enhancers_dup_filtered_min3_30183	250325_k562_perturbseq_enhancers_dup_filtered_min3_30183
250325_k562_perturbseq_enhancers_dup_filtered_min3_30184	250325_k562_perturbseq_enhancers_dup_filtered_min3_30184
250325_k562_perturbseq_enhancers_dup_filtered_min3_30185	250325_k562_perturbseq_enhancers_dup_filtered_min3_30185
250325_k562_perturbseq_enhancers_dup_filtered_min3_30186	250325_k562_perturbseq_enhancers_dup_filtered_min3_30186
250325_k562_perturbseq_enhancers_dup_filtered_min3_30187	250325_k562_perturbseq_enhancers_dup_filtered_min3_30187
250325_k562_perturbseq_enhancers_dup_filtered_min3_30188	250325_k562_perturbseq_enhancers_dup_filtered_min3_30188
250325_k562_perturbseq_enhancers_dup_filtered_min3_30189	250325_k562_perturbseq_enhancers_dup_filtered_min3_30189
250325_k562_perturbseq_enhancers_dup_filtered_min3_30190	250325_k562_perturbseq_enhancers_dup_filtered_min3_30190
250325_k562_perturbseq_enhancers_dup_filtered_min3_30191	250325_k562_perturbseq_enhancers_dup_filtered_min3_30191
250325_k562_perturbseq_enhancers_dup_filtered_min3_30192	250325_k562_perturbseq_enhancers_dup_filtered_min3_30192
250325_k562_perturbseq_enhancers_dup_filtered_min3_30193	250325_k562_perturbseq_enhancers_dup_filtered_min3_30193
250325_k562_perturbseq_enhancers_dup_filtered_min3_30194	250325_k562_perturbseq_enhancers_dup_filtered_min3_30194
250325_k562_perturbseq_enhancers_dup_filtered_min3_30195	250325_k562_perturbseq_enhancers_dup_filtered_min3_30195
250325_k562_perturbseq_enhancers_dup_filtered_min3_30196	250325_k562_perturbseq_enhancers_dup_filtered_min3_30196
250325_k562_perturbseq_enhancers_dup_filtered_min3_30197	250325_k562_perturbseq_enhancers_dup_filtered_min3_30197
250325_k562_perturbseq_enhancers_dup_filtered_min3_30198	250325_k562_perturbseq_enhancers_dup_filtered_min3_30198
250325_k562_perturbseq_enhancers_dup_filtered_min3_30199	250325_k562_perturbseq_enhancers_dup_filtered_min3_30199
250325_k562_perturbseq_enhancers_dup_filtered_min3_30200	250325_k562_perturbseq_enhancers_dup_filtered_min3_30200
250325_k562_perturbseq_enhancers_dup_filtered_min3_30201	250325_k562_perturbseq_enhancers_dup_filtered_min3_30201
250325_k562_perturbseq_enhancers_dup_filtered_min3_30202	250325_k562_perturbseq_enhancers_dup_filtered_min3_30202
250325_k562_perturbseq_enhancers_dup_filtered_min3_30203	250325_k562_perturbseq_enhancers_dup_filtered_min3_30203
250325_k562_perturbseq_enhancers_dup_filtered_min3_30204	250325_k562_perturbseq_enhancers_dup_filtered_min3_30204
250325_k562_perturbseq_enhancers_dup_filtered_min3_30205	250325_k562_perturbseq_enhancers_dup_filtered_min3_30205
250325_k562_perturbseq_enhancers_dup_filtered_min3_30206	250325_k562_perturbseq_enhancers_dup_filtered_min3_30206
250325_k562_perturbseq_enhancers_dup_filtered_min3_30207	250325_k562_perturbseq_enhancers_dup_filtered_min3_30207
250325_k562_perturbseq_enhancers_dup_filtered_min3_30208	250325_k562_perturbseq_enhancers_dup_filtered_min3_30208
250325_k562_perturbseq_enhancers_dup_filtered_min3_30209	250325_k562_perturbseq_enhancers_dup_filtered_min3_30209
250325_k562_perturbseq_enhancers_dup_filtered_min3_30210	250325_k562_perturbseq_enhancers_dup_filtered_min3_30210
250325_k562_perturbseq_enhancers_dup_filtered_min3_30211	250325_k562_perturbseq_enhancers_dup_filtered_min3_30211
250325_k562_perturbseq_enhancers_dup_filtered_min3_30212	250325_k562_perturbseq_enhancers_dup_filtered_min3_30212
250325_k562_perturbseq_enhancers_dup_filtered_min3_30213	250325_k562_perturbseq_enhancers_dup_filtered_min3_30213
250325_k562_perturbseq_enhancers_dup_filtered_min3_30214	250325_k562_perturbseq_enhancers_dup_filtered_min3_30214
250325_k562_perturbseq_enhancers_dup_filtered_min3_30215	250325_k562_perturbseq_enhancers_dup_filtered_min3_30215
250325_k562_perturbseq_enhancers_dup_filtered_min3_30216	250325_k562_perturbseq_enhancers_dup_filtered_min3_30216
250325_k562_perturbseq_enhancers_dup_filtered_min3_30217	250325_k562_perturbseq_enhancers_dup_filtered_min3_30217
250325_k562_perturbseq_enhancers_dup_filtered_min3_30218	250325_k562_perturbseq_enhancers_dup_filtered_min3_30218
250325_k562_perturbseq_enhancers_dup_filtered_min3_30219	250325_k562_perturbseq_enhancers_dup_filtered_min3_30219
250325_k562_perturbseq_enhancers_dup_filtered_min3_30220	250325_k562_perturbseq_enhancers_dup_filtered_min3_30220
250325_k562_perturbseq_enhancers_dup_filtered_min3_30221	250325_k562_perturbseq_enhancers_dup_filtered_min3_30221
250325_k562_perturbseq_enhancers_dup_filtered_min3_30222	250325_k562_perturbseq_enhancers_dup_filtered_min3_30222
250325_k562_perturbseq_enhancers_dup_filtered_min3_30223	250325_k562_perturbseq_enhancers_dup_filtered_min3_30223
250325_k562_perturbseq_enhancers_dup_filtered_min3_30224	250325_k562_perturbseq_enhancers_dup_filtered_min3_30224
250325_k562_perturbseq_enhancers_dup_filtered_min3_30225	250325_k562_perturbseq_enhancers_dup_filtered_min3_30225
250325_k562_perturbseq_enhancers_dup_filtered_min3_30226	250325_k562_perturbseq_enhancers_dup_filtered_min3_30226
250325_k562_perturbseq_enhancers_dup_filtered_min3_30227	250325_k562_perturbseq_enhancers_dup_filtered_min3_30227
250325_k562_perturbseq_enhancers_dup_filtered_min3_30228	250325_k562_perturbseq_enhancers_dup_filtered_min3_30228
250325_k562_perturbseq_enhancers_dup_filtered_min3_30229	250325_k562_perturbseq_enhancers_dup_filtered_min3_30229
250325_k562_perturbseq_enhancers_dup_filtered_min3_30230	250325_k562_perturbseq_enhancers_dup_filtered_min3_30230
250325_k562_perturbseq_enhancers_dup_filtered_min3_30231	250325_k562_perturbseq_enhancers_dup_filtered_min3_30231
250325_k562_perturbseq_enhancers_dup_filtered_min3_30232	250325_k562_perturbseq_enhancers_dup_filtered_min3_30232
250325_k562_perturbseq_enhancers_dup_filtered_min3_30233	250325_k562_perturbseq_enhancers_dup_filtered_min3_30233
250325_k562_perturbseq_enhancers_dup_filtered_min3_30234	250325_k562_perturbseq_enhancers_dup_filtered_min3_30234
250325_k562_perturbseq_enhancers_dup_filtered_min3_30235	250325_k562_perturbseq_enhancers_dup_filtered_min3_30235
250325_k562_perturbseq_enhancers_dup_filtered_min3_30236	250325_k562_perturbseq_enhancers_dup_filtered_min3_30236
250325_k562_perturbseq_enhancers_dup_filtered_min3_30237	250325_k562_perturbseq_enhancers_dup_filtered_min3_30237
250325_k562_perturbseq_enhancers_dup_filtered_min3_30238	250325_k562_perturbseq_enhancers_dup_filtered_min3_30238
250325_k562_perturbseq_enhancers_dup_filtered_min3_30239	250325_k562_perturbseq_enhancers_dup_filtered_min3_30239
250325_k562_perturbseq_enhancers_dup_filtered_min3_30240	250325_k562_perturbseq_enhancers_dup_filtered_min3_30240
250325_k562_perturbseq_enhancers_dup_filtered_min3_30241	250325_k562_perturbseq_enhancers_dup_filtered_min3_30241
250325_k562_perturbseq_enhancers_dup_filtered_min3_30242	250325_k562_perturbseq_enhancers_dup_filtered_min3_30242
250325_k562_perturbseq_enhancers_dup_filtered_min3_30243	250325_k562_perturbseq_enhancers_dup_filtered_min3_30243
250325_k562_perturbseq_enhancers_dup_filtered_min3_30244	250325_k562_perturbseq_enhancers_dup_filtered_min3_30244
250325_k562_perturbseq_enhancers_dup_filtered_min3_30245	250325_k562_perturbseq_enhancers_dup_filtered_min3_30245
250325_k562_perturbseq_enhancers_dup_filtered_min3_30246	250325_k562_perturbseq_enhancers_dup_filtered_min3_30246
250325_k562_perturbseq_enhancers_dup_filtered_min3_30247	250325_k562_perturbseq_enhancers_dup_filtered_min3_30247
250325_k562_perturbseq_enhancers_dup_filtered_min3_30248	250325_k562_perturbseq_enhancers_dup_filtered_min3_30248
250325_k562_perturbseq_enhancers_dup_filtered_min3_30249	250325_k562_perturbseq_enhancers_dup_filtered_min3_30249
250325_k562_perturbseq_enhancers_dup_filtered_min3_30250	250325_k562_perturbseq_enhancers_dup_filtered_min3_30250
250325_k562_perturbseq_enhancers_dup_filtered_min3_30251	250325_k562_perturbseq_enhancers_dup_filtered_min3_30251
250325_k562_perturbseq_enhancers_dup_filtered_min3_30252	250325_k562_perturbseq_enhancers_dup_filtered_min3_30252
250325_k562_perturbseq_enhancers_dup_filtered_min3_30253	250325_k562_perturbseq_enhancers_dup_filtered_min3_30253
250325_k562_perturbseq_enhancers_dup_filtered_min3_30254	250325_k562_perturbseq_enhancers_dup_filtered_min3_30254
250325_k562_perturbseq_enhancers_dup_filtered_min3_30255	250325_k562_perturbseq_enhancers_dup_filtered_min3_30255
250325_k562_perturbseq_enhancers_dup_filtered_min3_30256	250325_k562_perturbseq_enhancers_dup_filtered_min3_30256
250325_k562_perturbseq_enhancers_dup_filtered_min3_30257	250325_k562_perturbseq_enhancers_dup_filtered_min3_30257
250325_k562_perturbseq_enhancers_dup_filtered_min3_30258	250325_k562_perturbseq_enhancers_dup_filtered_min3_30258
250325_k562_perturbseq_enhancers_dup_filtered_min3_30259	250325_k562_perturbseq_enhancers_dup_filtered_min3_30259
250325_k562_perturbseq_enhancers_dup_filtered_min3_30260	250325_k562_perturbseq_enhancers_dup_filtered_min3_30260
250325_k562_perturbseq_enhancers_dup_filtered_min3_30261	250325_k562_perturbseq_enhancers_dup_filtered_min3_30261
250325_k562_perturbseq_enhancers_dup_filtered_min3_30262	250325_k562_perturbseq_enhancers_dup_filtered_min3_30262
250325_k562_perturbseq_enhancers_dup_filtered_min3_30263	250325_k562_perturbseq_enhancers_dup_filtered_min3_30263
250325_k562_perturbseq_enhancers_dup_filtered_min3_30264	250325_k562_perturbseq_enhancers_dup_filtered_min3_30264
250325_k562_perturbseq_enhancers_dup_filtered_min3_30265	250325_k562_perturbseq_enhancers_dup_filtered_min3_30265
250325_k562_perturbseq_enhancers_dup_filtered_min3_30266	250325_k562_perturbseq_enhancers_dup_filtered_min3_30266
250325_k562_perturbseq_enhancers_dup_filtered_min3_30267	250325_k562_perturbseq_enhancers_dup_filtered_min3_30267
250325_k562_perturbseq_enhancers_dup_filtered_min3_30268	250325_k562_perturbseq_enhancers_dup_filtered_min3_30268
250325_k562_perturbseq_enhancers_dup_filtered_min3_30269	250325_k562_perturbseq_enhancers_dup_filtered_min3_30269
250325_k562_perturbseq_enhancers_dup_filtered_min3_30270	250325_k562_perturbseq_enhancers_dup_filtered_min3_30270
250325_k562_perturbseq_enhancers_dup_filtered_min3_30271	250325_k562_perturbseq_enhancers_dup_filtered_min3_30271
250325_k562_perturbseq_enhancers_dup_filtered_min3_30272	250325_k562_perturbseq_enhancers_dup_filtered_min3_30272
250325_k562_perturbseq_enhancers_dup_filtered_min3_30273	250325_k562_perturbseq_enhancers_dup_filtered_min3_30273
250325_k562_perturbseq_enhancers_dup_filtered_min3_30274	250325_k562_perturbseq_enhancers_dup_filtered_min3_30274
250325_k562_perturbseq_enhancers_dup_filtered_min3_30275	250325_k562_perturbseq_enhancers_dup_filtered_min3_30275
250325_k562_perturbseq_enhancers_dup_filtered_min3_30276	250325_k562_perturbseq_enhancers_dup_filtered_min3_30276
250325_k562_perturbseq_enhancers_dup_filtered_min3_30277	250325_k562_perturbseq_enhancers_dup_filtered_min3_30277
250325_k562_perturbseq_enhancers_dup_filtered_min3_30278	250325_k562_perturbseq_enhancers_dup_filtered_min3_30278
250325_k562_perturbseq_enhancers_dup_filtered_min3_30279	250325_k562_perturbseq_enhancers_dup_filtered_min3_30279
250325_k562_perturbseq_enhancers_dup_filtered_min3_30280	250325_k562_perturbseq_enhancers_dup_filtered_min3_30280
250325_k562_perturbseq_enhancers_dup_filtered_min3_30281	250325_k562_perturbseq_enhancers_dup_filtered_min3_30281
250325_k562_perturbseq_enhancers_dup_filtered_min3_30282	250325_k562_perturbseq_enhancers_dup_filtered_min3_30282
250325_k562_perturbseq_enhancers_dup_filtered_min3_30283	250325_k562_perturbseq_enhancers_dup_filtered_min3_30283
250325_k562_perturbseq_enhancers_dup_filtered_min3_30284	250325_k562_perturbseq_enhancers_dup_filtered_min3_30284
250325_k562_perturbseq_enhancers_dup_filtered_min3_30285	250325_k562_perturbseq_enhancers_dup_filtered_min3_30285
250325_k562_perturbseq_enhancers_dup_filtered_min3_30286	250325_k562_perturbseq_enhancers_dup_filtered_min3_30286
250325_k562_perturbseq_enhancers_dup_filtered_min3_30287	250325_k562_perturbseq_enhancers_dup_filtered_min3_30287
250325_k562_perturbseq_enhancers_dup_filtered_min3_30288	250325_k562_perturbseq_enhancers_dup_filtered_min3_30288
250325_k562_perturbseq_enhancers_dup_filtered_min3_30289	250325_k562_perturbseq_enhancers_dup_filtered_min3_30289
250325_k562_perturbseq_enhancers_dup_filtered_min3_30290	250325_k562_perturbseq_enhancers_dup_filtered_min3_30290
250325_k562_perturbseq_enhancers_dup_filtered_min3_30291	250325_k562_perturbseq_enhancers_dup_filtered_min3_30291
250325_k562_perturbseq_enhancers_dup_filtered_min3_30292	250325_k562_perturbseq_enhancers_dup_filtered_min3_30292
250325_k562_perturbseq_enhancers_dup_filtered_min3_30293	250325_k562_perturbseq_enhancers_dup_filtered_min3_30293
250325_k562_perturbseq_enhancers_dup_filtered_min3_30304	250325_k562_perturbseq_enhancers_dup_filtered_min3_30304
250325_k562_perturbseq_enhancers_dup_filtered_min3_30305	250325_k562_perturbseq_enhancers_dup_filtered_min3_30305
250325_k562_perturbseq_enhancers_dup_filtered_min3_30306	250325_k562_perturbseq_enhancers_dup_filtered_min3_30306
250325_k562_perturbseq_enhancers_dup_filtered_min3_30307	250325_k562_perturbseq_enhancers_dup_filtered_min3_30307
250325_k562_perturbseq_enhancers_dup_filtered_min3_30308	250325_k562_perturbseq_enhancers_dup_filtered_min3_30308
250325_k562_perturbseq_enhancers_dup_filtered_min3_30309	250325_k562_perturbseq_enhancers_dup_filtered_min3_30309
250325_k562_perturbseq_enhancers_dup_filtered_min3_30310	250325_k562_perturbseq_enhancers_dup_filtered_min3_30310
250325_k562_perturbseq_enhancers_dup_filtered_min3_30311	250325_k562_perturbseq_enhancers_dup_filtered_min3_30311
250325_k562_perturbseq_enhancers_dup_filtered_min3_30312	250325_k562_perturbseq_enhancers_dup_filtered_min3_30312
250325_k562_perturbseq_enhancers_dup_filtered_min3_30313	250325_k562_perturbseq_enhancers_dup_filtered_min3_30313
250325_k562_perturbseq_enhancers_dup_filtered_min3_30314	250325_k562_perturbseq_enhancers_dup_filtered_min3_30314
250325_k562_perturbseq_enhancers_dup_filtered_min3_30315	250325_k562_perturbseq_enhancers_dup_filtered_min3_30315
250325_k562_perturbseq_enhancers_dup_filtered_min3_30316	250325_k562_perturbseq_enhancers_dup_filtered_min3_30316
250325_k562_perturbseq_enhancers_dup_filtered_min3_30317	250325_k562_perturbseq_enhancers_dup_filtered_min3_30317
250325_k562_perturbseq_enhancers_dup_filtered_min3_30318	250325_k562_perturbseq_enhancers_dup_filtered_min3_30318
250325_k562_perturbseq_enhancers_dup_filtered_min3_30319	250325_k562_perturbseq_enhancers_dup_filtered_min3_30319
250325_k562_perturbseq_enhancers_dup_filtered_min3_30320	250325_k562_perturbseq_enhancers_dup_filtered_min3_30320
250325_k562_perturbseq_enhancers_dup_filtered_min3_30321	250325_k562_perturbseq_enhancers_dup_filtered_min3_30321
250325_k562_perturbseq_enhancers_dup_filtered_min3_30322	250325_k562_perturbseq_enhancers_dup_filtered_min3_30322
250325_k562_perturbseq_enhancers_dup_filtered_min3_30323	250325_k562_perturbseq_enhancers_dup_filtered_min3_30323
250325_k562_perturbseq_enhancers_dup_filtered_min3_30324	250325_k562_perturbseq_enhancers_dup_filtered_min3_30324
250325_k562_perturbseq_enhancers_dup_filtered_min3_30325	250325_k562_perturbseq_enhancers_dup_filtered_min3_30325
250325_k562_perturbseq_enhancers_dup_filtered_min3_30326	250325_k562_perturbseq_enhancers_dup_filtered_min3_30326
250325_k562_perturbseq_enhancers_dup_filtered_min3_30327	250325_k562_perturbseq_enhancers_dup_filtered_min3_30327
250325_k562_perturbseq_enhancers_dup_filtered_min3_30328	250325_k562_perturbseq_enhancers_dup_filtered_min3_30328
